Sales_Person,Country,Product,Date,Amount,Boxes_Shipped
Marney O'Breen,USA,Almond Choco,25/02/2023,8012.72,163
Kelci Walkden,India,Orange Choco,7/6/2023,10587.71,134
Jan Morforth,India,Spicy Special Slims,12/4/2023,2155.62,495
Ches Bonnell,India,Spicy Special Slims,6/7/2023,11010.43,103
Kelci Walkden,UK,Smooth Sliky Salty,19/01/2023,6787.72,192
Madelene Upcott,Australia,Fruit & Nut Bars,5/1/2023,5715.07,90
Madelene Upcott,Canada,70% Dark Bites,24/01/2023,12100.65,142
Wilone O'Kielt,Australia,Drinking Coco,6/4/2023,623.75,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,15/06/2023,6528.42,22
Gigi Bohling,Canada,Baker's Choco Chips,28/01/2023,1540.55,47
Kelci Walkden,India,Caramel Stuffed Bars,16/03/2023,487.06,123
Rafaelita Blaksland,Australia,Drinking Coco,21/02/2023,11630.38,431
Kelci Walkden,USA,Manuka Honey Choco,16/02/2023,17297.66,96
Jehu Rudeforth,Canada,Spicy Special Slims,13/01/2023,2043.55,28
Kelci Walkden,Australia,Eclairs,23/03/2023,8168.86,570
Curtice Advani,Canada,Spicy Special Slims,16/06/2023,933.45,122
Oby Sorrel,India,Raspberry Choco,14/04/2023,6826.32,44
Kelci Walkden,UK,Eclairs,25/01/2023,5029.35,61
Jan Morforth,India,Almond Choco,11/3/2023,5143.49,21
Dotty Strutley,UK,Almond Choco,28/07/2023,16707.88,102
Marney O'Breen,New Zealand,After Nines,9/3/2023,1558.87,46
Husein Augar,Australia,Orange Choco,28/06/2023,9332.76,196
Marney O'Breen,Australia,Milk Bars,28/07/2023,2673.47,375
Kelci Walkden,Canada,99% Dark & Pure,15/08/2023,4950.21,54
Kaine Padly,Australia,Manuka Honey Choco,12/1/2023,2919.11,271
Beverie Moffet,New Zealand,White Choc,24/03/2023,8003.23,7
Van Tuxwell,UK,Milk Bars,25/07/2023,4902.78,91
Oby Sorrel,Canada,99% Dark & Pure,1/8/2023,4033.53,430
Van Tuxwell,India,Organic Choco Syrup,16/05/2023,22751.18,182
Roddy Speechley,India,Smooth Sliky Salty,10/8/2023,5118.11,137
Jan Morforth,India,Eclairs,5/1/2023,2835.9,26
Ches Bonnell,UK,Smooth Sliky Salty,11/7/2023,5828.22,121
Wilone O'Kielt,USA,After Nines,25/04/2023,396.19,32
Gigi Bohling,New Zealand,Fruit & Nut Bars,4/4/2023,11226.5,118
Barr Faughny,USA,Raspberry Choco,12/4/2023,10102.86,107
Wilone O'Kielt,New Zealand,85% Dark Bars,2/8/2023,2084.86,119
Gigi Bohling,New Zealand,Manuka Honey Choco,28/06/2023,8495.79,268
Ches Bonnell,Australia,Eclairs,5/7/2023,4248.34,130
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,7/6/2023,2236.11,46
Brien Boise,New Zealand,Smooth Sliky Salty,18/01/2023,1124.27,26
Brien Boise,Australia,Baker's Choco Chips,4/1/2023,12870.47,227
Dennison Crosswaite,Australia,99% Dark & Pure,31/01/2023,3017.66,19
Kelci Walkden,India,Almond Choco,14/03/2023,3574.12,149
Camilla Castle,Australia,70% Dark Bites,29/04/2023,6249.31,509
Oby Sorrel,India,Smooth Sliky Salty,7/2/2023,10759.61,107
Kaine Padly,UK,Organic Choco Syrup,31/03/2023,2508.03,175
Marney O'Breen,India,Caramel Stuffed Bars,16/03/2023,4997.82,83
Karlen McCaffrey,UK,Eclairs,25/01/2023,7901.09,200
Van Tuxwell,India,Baker's Choco Chips,20/06/2023,3133.42,479
Gigi Bohling,UK,After Nines,29/03/2023,8320.29,171
Curtice Advani,Australia,Orange Choco,12/7/2023,909.93,132
Jehu Rudeforth,Canada,Smooth Sliky Salty,11/7/2023,5631.26,142
Karlen McCaffrey,Canada,Smooth Sliky Salty,19/01/2023,3283.44,186
Andria Kimpton,USA,85% Dark Bars,5/4/2023,9458.03,87
Jehu Rudeforth,Canada,Milk Bars,21/02/2023,7726.25,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,20/05/2023,14369.4,15
Mallorie Waber,Australia,Milk Bars,29/07/2023,2829.57,106
Barr Faughny,USA,Fruit & Nut Bars,28/01/2023,9370.61,45
Marney O'Breen,UK,Caramel Stuffed Bars,19/07/2023,3651.49,112
Mallorie Waber,New Zealand,Manuka Honey Choco,13/04/2023,10229.99,12
Roddy Speechley,India,Peanut Butter Cubes,11/2/2023,11596.89,22
Roddy Speechley,New Zealand,Milk Bars,2/3/2023,5857.9,111
Ches Bonnell,Australia,White Choc,2/3/2023,1177.64,206
Van Tuxwell,USA,99% Dark & Pure,28/07/2023,12930.11,6
Kelci Walkden,India,After Nines,7/1/2023,1732.04,531
Brien Boise,UK,White Choc,12/4/2023,5837.17,173
Van Tuxwell,Canada,Almond Choco,27/06/2023,3424.66,70
Jehu Rudeforth,Australia,50% Dark Bites,14/01/2023,5700.28,422
Karlen McCaffrey,UK,Baker's Choco Chips,7/2/2023,5094.48,373
Jehu Rudeforth,Australia,Orange Choco,23/03/2023,14529.2,26
Marney O'Breen,India,Peanut Butter Cubes,10/1/2023,6761.28,145
Oby Sorrel,UK,Choco Coated Almonds,17/03/2023,10370.44,44
Gigi Bohling,USA,Spicy Special Slims,21/01/2023,12450.24,57
Barr Faughny,Australia,White Choc,4/7/2023,8927.63,386
Kaine Padly,Canada,Peanut Butter Cubes,4/7/2023,3438.7,191
Dotty Strutley,USA,Manuka Honey Choco,10/8/2023,299.71,207
Dennison Crosswaite,Australia,50% Dark Bites,1/4/2023,7374.26,12
Gigi Bohling,India,Raspberry Choco,22/02/2023,2775.87,174
Camilla Castle,UK,White Choc,3/1/2023,9957.66,194
Karlen McCaffrey,India,Drinking Coco,31/05/2023,5064.88,251
Dotty Strutley,UK,99% Dark & Pure,3/1/2023,9865.05,273
Husein Augar,New Zealand,Caramel Stuffed Bars,27/01/2023,571.52,489
Barr Faughny,UK,50% Dark Bites,28/01/2023,656.44,67
Curtice Advani,Australia,Organic Choco Syrup,28/06/2023,4008.93,301
Husein Augar,UK,Choco Coated Almonds,2/3/2023,4679.06,43
Wilone O'Kielt,Australia,After Nines,27/05/2023,3446.84,28
Dennison Crosswaite,USA,Almond Choco,30/06/2023,11884.52,82
Barr Faughny,Canada,Peanut Butter Cubes,7/6/2023,2167.19,85
Kaine Padly,USA,70% Dark Bites,12/5/2023,4199.84,107
Barr Faughny,New Zealand,Raspberry Choco,29/07/2023,7358.7,68
Dennison Crosswaite,UK,White Choc,3/8/2023,7870.09,274
Barr Faughny,India,Baker's Choco Chips,18/08/2023,7454.25,148
Van Tuxwell,New Zealand,Smooth Sliky Salty,14/06/2023,3112.3,41
Beverie Moffet,UK,White Choc,30/06/2023,6901.22,80
Camilla Castle,New Zealand,Mint Chip Choco,13/06/2023,1178,199
Ches Bonnell,UK,Orange Choco,27/04/2023,14953.83,53
Jan Morforth,Australia,White Choc,27/07/2023,3958.57,33
Mallorie Waber,Canada,85% Dark Bars,20/04/2023,1639.01,430
Rafaelita Blaksland,India,Spicy Special Slims,4/1/2023,8586.04,144
Ches Bonnell,Australia,Mint Chip Choco,21/02/2023,10000.22,98
Karlen McCaffrey,Australia,White Choc,5/1/2023,8448.39,52
Beverie Moffet,India,Drinking Coco,15/07/2023,6984.74,51
Brien Boise,Australia,Choco Coated Almonds,25/05/2023,5641.54,61
Karlen McCaffrey,Canada,Eclairs,20/04/2023,3850.87,372
Gigi Bohling,USA,99% Dark & Pure,2/6/2023,885.68,240
Marney O'Breen,UK,Smooth Sliky Salty,13/05/2023,21251.67,91
Beverie Moffet,New Zealand,Baker's Choco Chips,3/8/2023,1452.61,142
Beverie Moffet,Australia,Milk Bars,25/05/2023,793.17,400
Van Tuxwell,UK,Raspberry Choco,16/03/2023,7152.22,83
Jan Morforth,Australia,Orange Choco,4/7/2023,3364.44,126
Jehu Rudeforth,India,50% Dark Bites,5/7/2023,3470.6,129
Madelene Upcott,USA,After Nines,15/03/2023,4676.32,440
Barr Faughny,UK,Raspberry Choco,22/08/2023,6323.45,70
Ches Bonnell,Australia,70% Dark Bites,12/1/2023,3252.7,119
Marney O'Breen,UK,Baker's Choco Chips,10/6/2023,254.16,161
Kaine Padly,Australia,Peanut Butter Cubes,25/03/2023,6127.37,299
Rafaelita Blaksland,India,Almond Choco,27/07/2023,3791.66,100
Husein Augar,UK,Caramel Stuffed Bars,15/04/2023,17059.69,456
Roddy Speechley,India,Orange Choco,27/06/2023,4154.44,18
Jehu Rudeforth,UK,70% Dark Bites,14/04/2023,6168.51,280
Husein Augar,Australia,Manuka Honey Choco,15/03/2023,7984.45,95
Madelene Upcott,USA,Eclairs,18/03/2023,9108.33,213
Brien Boise,India,Eclairs,29/04/2023,1511.51,58
Mallorie Waber,New Zealand,White Choc,25/02/2023,3364.28,265
Husein Augar,USA,Milk Bars,2/3/2023,934.49,54
Van Tuxwell,Australia,Milk Bars,20/06/2023,8895.7,91
Beverie Moffet,Canada,White Choc,15/07/2023,9957.2,185
Dotty Strutley,Australia,50% Dark Bites,12/5/2023,3359.18,256
Mallorie Waber,New Zealand,Organic Choco Syrup,1/7/2023,5098.29,276
Husein Augar,USA,85% Dark Bars,8/8/2023,398.28,52
Madelene Upcott,Australia,50% Dark Bites,25/07/2023,7473.14,6
Wilone O'Kielt,UK,Drinking Coco,18/05/2023,3638.66,59
Camilla Castle,India,Peanut Butter Cubes,15/07/2023,12507.08,284
Curtice Advani,India,70% Dark Bites,5/7/2023,2393.79,48
Mallorie Waber,USA,Manuka Honey Choco,4/7/2023,6136.99,94
Dotty Strutley,UK,70% Dark Bites,20/06/2023,1264.43,232
Gunar Cockshoot,Australia,Almond Choco,25/01/2023,4101.26,425
Kaine Padly,New Zealand,Spicy Special Slims,1/7/2023,8106.88,40
Gigi Bohling,USA,50% Dark Bites,13/04/2023,2456.1,58
Beverie Moffet,UK,Smooth Sliky Salty,4/5/2023,4726.6,75
Beverie Moffet,Australia,Baker's Choco Chips,4/8/2023,3482.73,108
Beverie Moffet,India,70% Dark Bites,1/6/2023,467.19,159
Jehu Rudeforth,UK,Choco Coated Almonds,22/04/2023,4875.38,185
Kaine Padly,USA,50% Dark Bites,3/8/2023,70.6,27
Ches Bonnell,USA,Orange Choco,10/6/2023,1835.22,73
Gunar Cockshoot,UK,Manuka Honey Choco,27/06/2023,7304.74,49
Marney O'Breen,Australia,Smooth Sliky Salty,3/1/2023,3967.85,163
Marney O'Breen,India,After Nines,11/7/2023,2800.67,190
Ches Bonnell,New Zealand,Milk Bars,17/08/2023,4474.52,120
Rafaelita Blaksland,USA,Fruit & Nut Bars,18/01/2023,2737.03,63
Ches Bonnell,India,Organic Choco Syrup,8/3/2023,16717.26,102
Mallorie Waber,Australia,Orange Choco,7/3/2023,16112.73,282
Husein Augar,India,70% Dark Bites,9/5/2023,6898,163
Barr Faughny,New Zealand,85% Dark Bars,23/05/2023,2151.04,170
Madelene Upcott,UK,Caramel Stuffed Bars,15/04/2023,172.51,152
Gigi Bohling,Australia,Drinking Coco,27/07/2023,2949.02,153
Marney O'Breen,Canada,Choco Coated Almonds,22/08/2023,2790.72,435
Ches Bonnell,USA,70% Dark Bites,11/5/2023,5054.42,127
Madelene Upcott,India,Organic Choco Syrup,26/01/2023,5418.75,37
Barr Faughny,USA,50% Dark Bites,14/04/2023,14604.67,128
Dennison Crosswaite,New Zealand,Mint Chip Choco,5/4/2023,6668.93,419
Marney O'Breen,New Zealand,Smooth Sliky Salty,14/06/2023,9689.7,58
Brien Boise,Canada,Almond Choco,13/04/2023,5026.81,123
Beverie Moffet,Australia,White Choc,27/06/2023,2379.01,178
Dotty Strutley,Australia,Eclairs,26/01/2023,7770.55,3
Barr Faughny,UK,White Choc,5/7/2023,1837.47,77
Beverie Moffet,Canada,Baker's Choco Chips,11/1/2023,14625.75,90
Kelci Walkden,USA,White Choc,7/3/2023,10305.4,22
Kaine Padly,Canada,50% Dark Bites,4/3/2023,8798.99,99
Karlen McCaffrey,Canada,Organic Choco Syrup,15/07/2023,2466.59,309
Kaine Padly,UK,Peanut Butter Cubes,11/5/2023,6564.2,92
Karlen McCaffrey,USA,Milk Bars,27/01/2023,4764.56,7
Karlen McCaffrey,India,Orange Choco,27/06/2023,3172.08,153
Ches Bonnell,India,Smooth Sliky Salty,3/8/2023,8062,20
Wilone O'Kielt,New Zealand,Mint Chip Choco,19/08/2023,12382.41,245
Wilone O'Kielt,Australia,Fruit & Nut Bars,15/06/2023,413.6,111
Dennison Crosswaite,UK,Peanut Butter Cubes,7/2/2023,10186.18,154
Karlen McCaffrey,Australia,Almond Choco,8/7/2023,7936.84,138
Dennison Crosswaite,India,Milk Bars,21/04/2023,1712.72,93
Ches Bonnell,UK,Mint Chip Choco,8/4/2023,3088.98,226
Husein Augar,Australia,50% Dark Bites,19/08/2023,14953.43,51
Jan Morforth,India,Fruit & Nut Bars,4/5/2023,3219.13,54
Mallorie Waber,USA,85% Dark Bars,11/5/2023,2700.61,112
Mallorie Waber,USA,Eclairs,22/03/2023,7219.96,53
Dennison Crosswaite,Canada,Spicy Special Slims,10/8/2023,2634.13,234
Dennison Crosswaite,USA,Fruit & Nut Bars,4/5/2023,1630.95,321
Kelci Walkden,USA,99% Dark & Pure,18/08/2023,8250.66,258
Dotty Strutley,Canada,Raspberry Choco,3/8/2023,4849.3,248
Marney O'Breen,New Zealand,Milk Bars,14/01/2023,7940.49,328
Madelene Upcott,Australia,Choco Coated Almonds,8/4/2023,2106.93,69
Kelci Walkden,UK,Orange Choco,1/8/2023,3911.85,3
Dennison Crosswaite,Canada,Eclairs,15/03/2023,483.04,45
Karlen McCaffrey,India,Mint Chip Choco,15/07/2023,11380.7,192
Barr Faughny,New Zealand,Almond Choco,13/01/2023,6372.68,131
Mallorie Waber,Australia,85% Dark Bars,26/08/2023,2714.76,52
Ches Bonnell,Canada,Eclairs,10/1/2023,2106.17,172
Gigi Bohling,Australia,White Choc,11/5/2023,5805.24,83
Beverie Moffet,New Zealand,85% Dark Bars,30/08/2023,12205.52,23
Kaine Padly,USA,Caramel Stuffed Bars,21/07/2023,6318.7,124
Mallorie Waber,Australia,Almond Choco,1/8/2023,8522.8,137
Brien Boise,Canada,85% Dark Bars,17/02/2023,10315.88,268
Brien Boise,Australia,Drinking Coco,27/07/2023,7262.12,158
Dotty Strutley,USA,Orange Choco,23/02/2023,1414.84,112
Rafaelita Blaksland,Australia,50% Dark Bites,22/03/2023,3067.9,42
Dennison Crosswaite,India,99% Dark & Pure,23/06/2023,7369.69,325
Curtice Advani,UK,White Choc,1/2/2023,1775.18,73
Kelci Walkden,Australia,After Nines,2/3/2023,7683.78,279
Gigi Bohling,UK,Fruit & Nut Bars,6/4/2023,1412.22,90
Gunar Cockshoot,Australia,Raspberry Choco,17/03/2023,607.08,76
Curtice Advani,UK,Fruit & Nut Bars,24/06/2023,11688.75,136
Barr Faughny,Canada,50% Dark Bites,19/07/2023,10275.55,301
Curtice Advani,USA,Spicy Special Slims,11/7/2023,1788.1,271
Brien Boise,India,Almond Choco,13/01/2023,2378.08,222
Oby Sorrel,New Zealand,Smooth Sliky Salty,7/7/2023,9545.03,64
Jan Morforth,India,85% Dark Bars,25/05/2023,4999.52,446
Marney O'Breen,India,Fruit & Nut Bars,13/04/2023,5312.5,160
Andria Kimpton,New Zealand,50% Dark Bites,2/3/2023,3750.88,208
Gunar Cockshoot,Canada,Raspberry Choco,23/06/2023,2375.74,129
Kelci Walkden,USA,Drinking Coco,26/07/2023,7013.61,170
Van Tuxwell,Canada,White Choc,22/03/2023,481.52,3
Rafaelita Blaksland,USA,Baker's Choco Chips,9/6/2023,3136.92,64
Van Tuxwell,Australia,Caramel Stuffed Bars,17/05/2023,6584.26,62
Ches Bonnell,New Zealand,Peanut Butter Cubes,4/3/2023,1024.77,260
Kelci Walkden,Canada,Milk Bars,7/7/2023,17680.19,27
Dennison Crosswaite,Canada,Choco Coated Almonds,13/01/2023,10707.82,124
Curtice Advani,Australia,Almond Choco,13/07/2023,3019.09,78
Madelene Upcott,Australia,85% Dark Bars,16/06/2023,1758.62,329
Gigi Bohling,UK,50% Dark Bites,18/07/2023,8385.38,73
Ches Bonnell,UK,Manuka Honey Choco,30/05/2023,4854.12,411
Gigi Bohling,UK,70% Dark Bites,21/06/2023,949.18,83
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2023,6047.05,40
Marney O'Breen,India,Eclairs,13/01/2023,3883.32,94
Curtice Advani,Canada,Fruit & Nut Bars,4/4/2023,4382.07,210
Kaine Padly,UK,Smooth Sliky Salty,8/6/2023,9928.1,599
Karlen McCaffrey,Canada,Spicy Special Slims,2/8/2023,6315.53,51
Kelci Walkden,USA,Organic Choco Syrup,21/07/2023,10630.08,155
Curtice Advani,India,Spicy Special Slims,20/06/2023,167.33,143
Roddy Speechley,India,After Nines,22/06/2023,2690.14,117
Camilla Castle,Australia,Caramel Stuffed Bars,2/5/2023,3242.04,15
Curtice Advani,Australia,99% Dark & Pure,7/1/2023,5363.69,87
Mallorie Waber,UK,50% Dark Bites,21/02/2023,6160.89,95
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2023,7968.23,373
Van Tuxwell,UK,Drinking Coco,4/4/2023,6388.95,131
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2023,15840.74,216
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2023,7265.05,194
Gunar Cockshoot,Australia,Drinking Coco,14/01/2023,2342.49,192
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,7/2/2023,1365.88,147
Dennison Crosswaite,New Zealand,Drinking Coco,11/1/2023,4437.46,196
Jehu Rudeforth,India,99% Dark & Pure,25/02/2023,2072.24,232
Dotty Strutley,Australia,Mint Chip Choco,1/8/2023,7091.81,27
Roddy Speechley,Australia,Mint Chip Choco,5/5/2023,7213.16,277
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2023,9672.76,411
Dotty Strutley,New Zealand,Choco Coated Almonds,4/1/2023,5750.05,350
Roddy Speechley,New Zealand,50% Dark Bites,9/5/2023,4641.29,220
Rafaelita Blaksland,India,Smooth Sliky Salty,6/5/2023,1871.33,88
Husein Augar,UK,White Choc,13/01/2023,10843.46,142
Roddy Speechley,Australia,Almond Choco,24/06/2023,5032.45,79
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2023,1106.38,21
Camilla Castle,Australia,99% Dark & Pure,18/01/2023,4977.55,97
Kaine Padly,India,Milk Bars,2/5/2023,3210.14,92
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2023,7794.8,54
Mallorie Waber,USA,Almond Choco,28/01/2023,7613.37,370
Kaine Padly,Canada,99% Dark & Pure,24/06/2023,1332.76,409
Oby Sorrel,UK,After Nines,18/07/2023,2587.76,108
Gunar Cockshoot,UK,Eclairs,13/04/2023,3826.22,169
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2023,18687.87,80
Jan Morforth,India,Peanut Butter Cubes,4/1/2023,8859.63,184
Husein Augar,Australia,Eclairs,4/7/2023,7299.4,34
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2023,2556.26,354
Camilla Castle,Australia,Manuka Honey Choco,17/03/2023,703.4,181
Oby Sorrel,Australia,Almond Choco,15/02/2023,6421.18,242
Jan Morforth,USA,Orange Choco,29/06/2023,1048.26,149
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2023,3099.14,115
Mallorie Waber,UK,Milk Bars,10/1/2023,3737.68,282
Curtice Advani,USA,Raspberry Choco,15/03/2023,3086.89,153
Marney O'Breen,Canada,Milk Bars,8/2/2023,2618.15,312
Brien Boise,India,Caramel Stuffed Bars,25/02/2023,1643.45,110
Gunar Cockshoot,USA,Eclairs,3/5/2023,7368.94,45
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2023,6082.19,23
Gunar Cockshoot,India,50% Dark Bites,9/8/2023,14456.14,79
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/7/2023,4173.4,254
Kaine Padly,UK,Manuka Honey Choco,14/01/2023,7189.18,113
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2023,8962.96,48
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2023,10085.02,146
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2023,12073.18,51
Dennison Crosswaite,Australia,Organic Choco Syrup,10/5/2023,6655.62,39
Marney O'Breen,Australia,Spicy Special Slims,23/06/2023,14193.67,302
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2023,15507.29,352
Brien Boise,USA,Organic Choco Syrup,25/05/2023,17383.08,145
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2023,5912.59,232
Van Tuxwell,UK,85% Dark Bars,11/7/2023,4029.28,128
Marney O'Breen,Canada,Spicy Special Slims,3/1/2023,3563.09,344
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2023,773.73,280
Beverie Moffet,USA,50% Dark Bites,28/07/2023,2620.19,340
Brien Boise,USA,Mint Chip Choco,25/05/2023,11426.56,151
Karlen McCaffrey,New Zealand,Eclairs,6/5/2023,2935.8,171
Barr Faughny,India,Drinking Coco,28/01/2023,2431.53,148
Marney O'Breen,UK,Orange Choco,6/6/2023,11882.82,13
Brien Boise,New Zealand,Baker's Choco Chips,12/7/2023,6297.06,26
Ches Bonnell,Canada,Spicy Special Slims,5/8/2023,5859.21,193
Brien Boise,USA,Orange Choco,28/01/2023,6276.91,157
Kaine Padly,India,Spicy Special Slims,31/08/2023,5674.7,147
Mallorie Waber,USA,50% Dark Bites,19/04/2023,1960.1,14
Mallorie Waber,UK,Mint Chip Choco,29/06/2023,6540.3,2
Beverie Moffet,India,Choco Coated Almonds,24/02/2023,3818.21,287
Madelene Upcott,UK,Smooth Sliky Salty,4/3/2023,14769.97,87
Gigi Bohling,India,Eclairs,21/06/2023,3687.44,73
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2023,1123.58,114
Oby Sorrel,New Zealand,White Choc,10/6/2023,4612.08,38
Andria Kimpton,UK,Drinking Coco,23/05/2023,1600.11,70
Kelci Walkden,India,Milk Bars,15/04/2023,975.67,105
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2023,5487.3,219
Andria Kimpton,New Zealand,Organic Choco Syrup,4/3/2023,4948.15,39
Barr Faughny,New Zealand,After Nines,19/04/2023,11460.08,81
Beverie Moffet,UK,Almond Choco,16/05/2023,2628.33,101
Oby Sorrel,Australia,Raspberry Choco,17/02/2023,1044.35,126
Dennison Crosswaite,USA,Raspberry Choco,18/01/2023,7449.7,264
Roddy Speechley,Canada,Orange Choco,9/2/2023,9315.64,88
Mallorie Waber,Canada,Orange Choco,23/03/2023,3820.94,179
Madelene Upcott,New Zealand,Caramel Stuffed Bars,1/2/2023,3782.83,150
Mallorie Waber,India,Drinking Coco,7/3/2023,4525.72,146
Ches Bonnell,UK,White Choc,3/1/2023,3730.79,237
Ches Bonnell,USA,White Choc,11/2/2023,6068.19,349
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2023,4944.46,144
Dotty Strutley,India,White Choc,15/08/2023,12331.35,337
Gigi Bohling,India,Manuka Honey Choco,12/5/2023,5290.76,76
Van Tuxwell,India,Spicy Special Slims,11/4/2023,6874.06,4
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2023,20402.17,297
Dotty Strutley,New Zealand,White Choc,15/06/2023,7923.1,62
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,1/8/2023,8145.99,100
Kaine Padly,USA,Milk Bars,15/06/2023,16253.25,58
Brien Boise,India,After Nines,16/06/2023,5744.07,49
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2023,4908.71,288
Dennison Crosswaite,USA,Drinking Coco,10/5/2023,2369.87,139
Oby Sorrel,India,Eclairs,25/08/2023,5973.24,337
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2023,8047.16,86
Gigi Bohling,UK,Baker's Choco Chips,16/05/2023,9656.56,400
Jan Morforth,Australia,50% Dark Bites,14/06/2023,3925.06,186
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2023,11682.62,506
Ches Bonnell,USA,Organic Choco Syrup,28/07/2023,7874.15,13
Brien Boise,Canada,Mint Chip Choco,28/01/2023,5061.37,179
Kaine Padly,UK,Orange Choco,29/06/2023,2099.24,186
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2023,237.57,311
Gunar Cockshoot,Canada,Mint Chip Choco,1/7/2023,8829.77,445
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2023,1733.09,135
Curtice Advani,Canada,Smooth Sliky Salty,1/8/2023,3047.18,12
Oby Sorrel,Australia,Milk Bars,21/06/2023,8497.72,276
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2023,12557.56,26
Gigi Bohling,UK,Milk Bars,17/05/2023,1406.91,231
Andria Kimpton,Australia,85% Dark Bars,23/08/2023,4496.32,240
Camilla Castle,Australia,Smooth Sliky Salty,3/3/2023,8220.25,125
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2023,9588.03,562
Karlen McCaffrey,USA,Drinking Coco,29/06/2023,114.82,231
Andria Kimpton,Canada,Organic Choco Syrup,4/1/2023,8804.98,214
Jehu Rudeforth,Australia,Drinking Coco,14/01/2023,2900.61,68
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2023,16773.08,58
Curtice Advani,New Zealand,Spicy Special Slims,10/1/2023,4153.59,513
